,0
2023-07-05,-0.0014130064070733371
2023-07-06,-0.005355734886629522
2023-07-07,-0.002450478220964159
2023-07-10,0.004400962774793852
2023-07-11,0.003958243151650503
2023-07-12,0.003914949269322289
2023-07-13,0.005393954696129325
2023-07-14,0.0026448118115501686
2023-07-17,0.002559488344242835
2023-07-18,0.0034421110188277825
2023-07-19,0.0021584247667958112
2023-07-20,-0.003917558628432206
2023-07-21,0.00010809884486928686
2023-07-24,0.00022101648761429374
2023-07-25,0.0015522727806854646
2023-07-26,-0.0007095878555280902
2023-07-27,-0.0013550077628493174
2023-07-28,0.0048891392928608725
2023-07-31,0.000459274335206127
2023-08-01,-0.001713716080019537
2023-08-02,-0.006400233580797876
2023-08-03,-0.001140895806186235
2023-08-04,0.0008593841993673751
2023-08-07,0.006377027720578433
2023-08-08,-0.004290497733505571
2023-08-09,-0.004085992318894587
2023-08-10,0.0018777367847062666
2023-08-11,-0.0009970740526885377
2023-08-14,0.003145681969010453
2023-08-15,-0.004108971174671842
2023-08-16,-0.00484932690853353
2023-08-17,-0.00496668330180201
2023-08-18,-0.0009340811658596887
2023-08-21,0.012844521056309182
2023-08-22,-0.0017487687975046736
2023-08-23,0.010947077647350877
2023-08-24,-0.006549648334173215
2023-08-25,0.004517138274940473
2023-08-28,0.0034453913431383605
2023-08-29,0.01619224413398507
2023-08-30,0.0020920231862088605
2023-08-31,-0.001032062100799204
2023-09-01,-0.0016223586508720788
2023-09-05,-0.0016280323277390028
2023-09-06,-0.002167990999897467
2023-09-07,-0.000986830811689311
2023-09-08,0.0007944781113069558
2023-09-11,0.011132824595937271
2023-09-12,-0.0027255770173352273
2023-09-13,0.0007136229053826839
2023-09-14,0.00342861033864337
2023-09-15,-0.005236643311125363
2023-09-18,0.00038810995428317216
2023-09-19,-0.001195145011912198
2023-09-20,-0.00390628338824306
2023-09-21,-0.00886575356266033
2023-09-22,-0.002505863024621042
2023-09-25,0.0020121242999070733
2023-09-26,-0.005097711850263091
2023-09-27,-0.00019608659643999068
2023-09-28,0.011955960181673221
2023-09-29,-0.003752555825190305
2023-10-02,0.001703697582446869
2023-10-03,-0.007625590174362808
2023-10-04,0.0072193136991560965
2023-10-05,-0.0002559718685120427
2023-10-06,0.005163083634797116
2023-10-09,0.001092078306787084
2023-10-10,0.003118799694198874
2023-10-11,-0.0008339154184791148
2023-10-12,-0.002476759152359322
2023-10-13,-0.002747479000479092
2023-10-16,0.005936193035764807
2023-10-17,-0.0001901548563129084
2023-10-18,-0.006997109287581568
2023-10-19,-0.004318609803527393
2023-10-20,-0.015735881653538317
2023-10-23,6.814976893507233e-05
